world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
europe/portugal/setubal,Setúbal,Setúbal,13,47,see,Moinho de Maré da Mourisca,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,38.5283,-8.80318,Arrábida Natural Park,europe/portugal/setubal/arrabida_natural_park,0.419,16.453,7.847,has_external_url,https://visitsetubal.com/en/one-world/natureza_en/estuario-do-sado_en/moinho-de-mare-da-mourisca_en/,https://en.wikivoyage.org/wiki/Set%C3%BAbal
asia/cyprus/larnaca,Larnaca,Larnaca,12,26,see,Faneromeni Church,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,34.910894,33.627986,St. Lazarus Church,asia/cyprus/larnaca/stlazaruschurch,0.529,0.631,1.469,has_external_url,http://www.tripomatic.com/Cyprus/Larnaca/Faneromeni-Church/,https://en.wikivoyage.org/wiki/Larnaca
southamerica/argentina/iguazufalls,Iguazu Falls,Iguaçu Falls,12,14,see,Parque das Aves,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,-25.614,-54.4826,Puerto Iguazú,southamerica/argentina/iguazufalls/puerto_iguazu,0.37,8.575,9.672,has_external_url,http://www.parquedasaves.com.br/en,https://en.wikivoyage.org/wiki/Igua%C3%A7u_Falls
asia/china/guangdong/zhuhai,Zhuhai,Zhuhai,6,68,see,Guyuan Museum of Art,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,22.286605,113.546793,New Yuanming Palace,asia/china/guangdong/zhuhai/new_yuanming_palace,0.359,23.019,2.88,has_external_url,http://www.gyart.org/,https://en.wikivoyage.org/wiki/Zhuhai
asia/malaysia/johorbahru,Johor Bahru,Johor Bahru,8,205,do,Austin Heights Water and Adventure Park,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,1.561226,103.774975,De Bieres Pub and Cafe,asia/malaysia/johorbahru/debirespubc,0.345,10.02,11.511,has_external_url,https://www.funtime.my/,https://en.wikivoyage.org/wiki/Johor_Bahru
europe/netherlands/arnhem,Arnhem,Arnhem,12,78,do,Immerloo Park,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,51.9537,5.9162,Sonsbeek Park,europe/netherlands/arnhem/sonsbeek_park,0.462,4.329,3.692,has_external_url,http://www.vvvarnhemnijmegen.nl,https://en.wikivoyage.org/wiki/Arnhem
northamerica/unitedstates/michigan/petoskey,Petoskey,Petoskey,7,27,see,Harris Gardens,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,45.3613,-84.9529,Magnus City Park,northamerica/unitedstates/michigan/petoskey/magnus_park,0.333,1.993,1.353,has_external_url,https://www.ncmich.edu/community-events/harris-gardens.html,https://en.wikivoyage.org/wiki/Petoskey
northamerica/canada/ontario/hamilton,Hamilton,Hamilton (Ontario),18,97,do,Theatre Aquarius,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,43.2552645,-79.861731,Whitehern Historic House,northamerica/canada/ontario/hamilton/whitehern,0.45,0.843,0.906,has_external_url,https://theatreaquarius.org/,https://en.wikivoyage.org/wiki/Hamilton_%28Ontario%29
europe/france/midi/languedoc/toulouse,Toulouse,Toulouse,8,49,see,Musée Georges Labit,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,43.591111,1.458472,Musée Saint-Raymond,europe/france/midi/languedoc/toulouse/musee_saint_raymond,0.526,2.333,1.898,has_external_url,https://www.museegeorgeslabit.fr,https://en.wikivoyage.org/wiki/Toulouse
northamerica/unitedstates/florida/lake_wales,Lake Wales,Lake Wales,4,40,see,North Walk-in-Water Creek,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,27.874927,-81.400533,Lake Kissimmee State Park,northamerica/unitedstates/florida/lake_wales/lake_kissimmee_state_park,0.44,9.812,18.456,has_external_url,https://polknature.com/explore/north-walk-in-water-creek,https://en.wikivoyage.org/wiki/Lake_Wales
northamerica/unitedstates/massachusetts/plymouth,Plymouth,Plymouth (Massachusetts),6,68,do,Morton Park,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,41.93893,-70.68934,Plymouth Rock,northamerica/unitedstates/massachusetts/plymouth/plymouth_rock,0.5,2.805,2.83,has_external_url,http://www.plymouthrec.com/info/facilities/details.aspx?FacilityID=11276,https://en.wikivoyage.org/wiki/Plymouth_%28Massachusetts%29
northamerica/unitedstates/arizona/tempe,Tempe,Tempe,15,51,see,AZ Heritage Center at Papago Park,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,33.442543,-111.933017,Tempe Center for the Arts,northamerica/unitedstates/arizona/tempe/tempe_center_for_the_arts,0.519,1.858,2.003,has_external_url,http://www.arizonahistoricalsociety.org/museums/tempe/,https://en.wikivoyage.org/wiki/Tempe
europe/finland/kotka,Kotka,Kotka,3,31,do,Valkmusa National Park,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,60.5573,26.7664,Langinkoski Imperial Fishing Lodge,europe/finland/kotka/langinkoski,0.286,9.998,14.024,has_external_url,https://www.nationalparks.fi/valkmusanp,https://en.wikivoyage.org/wiki/Kotka
europe/russia/ekaterinoburg,Yekaterinburg,Yekaterinburg,26,72,do,Aquapark Limpopo,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,56.7915,60.6468,Uralmash,europe/russia/ekaterinoburg/uralmash,0.333,9.975,5.98,has_external_url,http://www.limpopo-park.ru/,https://en.wikivoyage.org/wiki/Yekaterinburg
europe/germany/bavaria/erlangen,Erlangen,Erlangen,6,167,see,Siemens Med Museum,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,49.596625,11.0186046,Stadtmuseum Erlangen,europe/germany/bavaria/erlangen/stadtmuseum_erlangen,0.421,1.225,2.821,has_external_url,https://www.medmuseum.siemens.com/,https://en.wikivoyage.org/wiki/Erlangen
northamerica/canada/ontario/kenora,Kenora,Kenora,11,16,do,Mount Evergreen,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,49.7927,-94.413,Coney Island,northamerica/canada/ontario/kenora/coney_island,0.296,5.475,5.817,has_external_url,http://www.skikenora.com,https://en.wikivoyage.org/wiki/Kenora
europe/denmark/esbjerg,Esbjerg,Esbjerg,15,14,do,Island of Fanø,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,55.4493,8.4086,Equestrian Statue of Christian IX,europe/denmark/esbjerg/christian_ix_statue,0.391,3.342,3.342,has_external_url,http://visitfanoe.dk/en/home/,https://en.wikivoyage.org/wiki/Esbjerg
southamerica/brazil/caxias_do_sul,Caxias do Sul,Caxias do Sul,5,27,see,Monumento Nacional ao Imigrante (National Monument to the Immigrant),0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,-29.167402,-51.158285,Municipal Museum of Caxias do Sul,southamerica/brazil/caxias_do_sul/municipal_museum,0.344,2.218,2.073,has_external_url,https://caxias.rs.gov.br/servicos/cultura/museus/monumento-nacional-ao-imigrante,https://en.wikivoyage.org/wiki/Caxias_do_Sul
northamerica/unitedstates/california/san_jose,San Jose,San Jose (California),33,114,see,Japanese Friendship Garden,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,37.322222,-121.861111,Municipal Rose Garden,northamerica/unitedstates/california/san_jose/municipal_rose_garden,0.468,5.729,3.033,has_external_url,https://www.sanjose.org/listings/japanese-friendship-garden,https://en.wikivoyage.org/wiki/San_Jose_%28California%29
europe/unitedkingdom/england/birmingham_and_west_midlands/birmingham,Birmingham,Birmingham,16,180,see,Moseley Bog & Joy's Wood Nature Reserve,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,52.436,-1.863,Moseley Bog,europe/unitedkingdom/england/birmingham_and_west_midlands/birmingham/moseley_bog,0.423,1.134,5.554,has_external_url,http://www.moseleybog.org.uk/,https://en.wikivoyage.org/wiki/Birmingham
asia/japan/honshu/kobe,Kobe,Kobe,22,53,see,Kiku-Masamune Sake Brewery Museum,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,34.7099,135.2581,Nada Sake Breweries,asia/japan/honshu/kobe/nada_sake_breweries,0.538,0.703,6.113,has_external_url,https://www.kikumasamune.co.jp/kinenkan/en/index.html,https://en.wikivoyage.org/wiki/Kobe
northamerica/unitedstates/virginia/williamsburg,Williamsburg,Williamsburg,10,26,see,Jamestown,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,37.20999,-76.77767,Williamsburg Bray School,northamerica/unitedstates/virginia/williamsburg/bray_school,0.242,9.311,9.194,has_external_url,https://historicjamestowne.org,https://en.wikivoyage.org/wiki/Williamsburg
europe/romania/bucharest,Bucharest,Bucharest,11,139,see,Nicolae Minovici Folk Art Museum,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,44.48417,26.07444,Village Museum,europe/romania/bucharest/village_museum,0.478,1.21,5.797,has_external_url,http://www.minovici.ro/index.php?option=com_content&task=view&id=4,https://en.wikivoyage.org/wiki/Bucharest
northamerica/unitedstates/newmexico/farmington,Farmington,Farmington (New Mexico),7,16,see,Aztec Museum & Pioneer Village,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,36.82347,-107.99482,Aztec Ruins National Monument,northamerica/unitedstates/newmexico/farmington/aztec_ruins_national_monument,0.459,1.465,22.585,has_external_url,https://aztecmuseum.org/,https://en.wikivoyage.org/wiki/Farmington_%28New_Mexico%29
europe/germany/northrhinewestphalia/cologne,Cologne,Cologne,17,152,see,St. Pantaleon's Church,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,50.928611,6.948056,Great St. Martin's,europe/germany/northrhinewestphalia/cologne/greatstmartins,0.421,,1.369,has_external_url,https://www.cologne-tourism.com/arts-culture/sights/detail/st-pantaleon,https://en.wikivoyage.org/wiki/Cologne
europe/unitedkingdom/england/birmingham_and_west_midlands/birmingham,Birmingham,Birmingham,16,180,see,Ramgarhia Sikh Temple,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,52.4842,-1.91011,Jewellery Quarter,europe/unitedkingdom/england/birmingham_and_west_midlands/birmingham/jewellery_quarter,0.439,0.561,0.709,has_external_url,https://www.rstuk.com/,https://en.wikivoyage.org/wiki/Birmingham
europe/norway/kristiansand,Kristiansand,Kristiansand,20,80,do,Hamresanden,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,58.1908018,8.0771463,Dyreparken (Zoo),europe/norway/kristiansand/dyreparken,0.476,2.738,6.85,has_external_url,http://www.visitnorway.com/uk/Product/?pid=130626,https://en.wikivoyage.org/wiki/Kristiansand
asia/japan/honshu/okayama,Okayama,Okayama,9,83,see,Okaden Museum & Mitooka Eiji Design,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,34.655958,133.943205,Okayama Orient Museum,asia/japan/honshu/okayama/okayama_orient_museum,0.414,1.675,2.513,has_external_url,http://www.okayama-kido.co.jp/okadenmuseum/,https://en.wikivoyage.org/wiki/Okayama
europe/poland/czestochowa,Częstochowa,Częstochowa,5,20,see,Castle Olsztyn,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,50.7497,19.2741,Chapel of the Black Madonna,europe/poland/czestochowa/black_madonna_chapel,0.378,14.264,13.267,has_external_url,http://www.zamekolsztyn.pl/en/,https://en.wikivoyage.org/wiki/Cz%C4%99stochowa
northamerica/unitedstates/california/santa_cruz,Santa Cruz,Santa Cruz (California),10,63,do,Natural Bridges State Beach,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,36.95273,-122.05778,Henry Cowell Redwoods State Park,northamerica/unitedstates/california/santa_cruz/henry_cowell_redwoods,0.508,8.771,3.481,has_external_url,https://www.parks.ca.gov/?page_id=541,https://en.wikivoyage.org/wiki/Santa_Cruz_%28California%29
europe/unitedkingdom/england/south_east/ramsgate,Ramsgate,Ramsgate,6,29,see,Monkton Nature Reserve,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,51.3435,1.2759,Ramsgate Maritime Museum,europe/unitedkingdom/england/south_east/ramsgate/ramsgate_maritime_museum,0.391,10.264,10.048,has_external_url,https://monkton-reserve.org/,https://en.wikivoyage.org/wiki/Ramsgate
asia/philippines/cebu/cebucity,Cebu City,Cebu City,11,73,see,Casa Gorordo Museum,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,10.29991,123.90489,Carbon Market,asia/philippines/cebu/cebucity/carbon_market,0.479,0.521,2.762,has_external_url,http://www.rafi.org.ph,https://en.wikivoyage.org/wiki/Cebu_City
northamerica/canada/ontario/kingston,Kingston,Kingston (Ontario),8,106,see,Frontenac County Schools Museum,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,44.24,-76.462,Kingston City Hall,northamerica/canada/ontario/kingston/city_hall,0.367,1.904,2.148,has_external_url,http://www.fcsmuseum.com,https://en.wikivoyage.org/wiki/Kingston_%28Ontario%29
asia/japan/honshu/nara,Nara,Nara,11,48,see,Nara City Museum of Photography,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,34.675589,135.845425,Nara National Museum,asia/japan/honshu/nara/nara_national_museum,0.51,1.186,3.845,has_external_url,https://naracmp.jp/home_en,https://en.wikivoyage.org/wiki/Nara
europe/ukraine/lviv,Lviv,Lviv,12,176,see,Museum of National Folk Architecture and Rural Life «Shevchenkivsky Hay»,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,49.8446,24.0673,Latin Cathedral,europe/ukraine/lviv/latin_cathedral,0.259,2.665,2.576,has_external_url,http://lvivskansen.org/,https://en.wikivoyage.org/wiki/Lviv
europe/unitedkingdom/england/south_east/eastbourne,Eastbourne,Eastbourne,9,40,see,The Redoubt Fortress,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,50.77394,0.30054,Belle Tout Lighthouse,europe/unitedkingdom/england/south_east/eastbourne/belle_tout_lighthouse,0.378,8.193,1.782,has_external_url,https://www.eastbourneredoubt.co.uk/,https://en.wikivoyage.org/wiki/Eastbourne
northamerica/unitedstates/alabama/huntsville,Huntsville,Huntsville (Alabama),16,74,see,North Alabama Railroad Museum,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,34.7832,-86.5461,Huntsville Depot and Museum,northamerica/unitedstates/alabama/huntsville/huntsville_depot,0.464,6.791,6.915,has_external_url,http://www.northalabamarailroadmuseum.com/,https://en.wikivoyage.org/wiki/Huntsville_%28Alabama%29
australiaandpacific/australia/queensland/townsville,Townsville,Townsville,7,65,see,Queens Gardens,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,-19.254347,146.80998,Queensland Museum Tropics,australiaandpacific/australia/queensland/townsville/queensland_museum_tropics,0.462,1.317,1.499,has_external_url,http://www.soe-townsville.org/parks/queens.html,https://en.wikivoyage.org/wiki/Townsville
northamerica/unitedstates/minnesota/duluth,Duluth,Duluth,8,55,see,Enger Tower and Park,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,46.776097,-92.125002,Fitger's Brewery Complex,northamerica/unitedstates/minnesota/duluth/fitger_s_brewery,0.409,3.074,1.728,has_external_url,http://www.engertowerduluth.com,https://en.wikivoyage.org/wiki/Duluth
northamerica/unitedstates/idaho/rexburg,Rexburg,Rexburg,5,8,see,Farnsworth TV & Pioneer Museum,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,43.67041,-111.91586,Teton Flood Museum,northamerica/unitedstates/idaho/rexburg/teton_flood_museum,0.44,20.444,20.304,has_external_url,https://www.farnsworthpioneermuseum.org/,https://en.wikivoyage.org/wiki/Rexburg
europe/switzerland/lugano,Lugano,Lugano,7,47,see,Hermann Hesse museum,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,45.983083,8.918976,MASI Lugano,europe/switzerland/lugano/masi_lugano,0.323,3.32,3.528,has_external_url,http://www.hessemontagnola.ch/,https://en.wikivoyage.org/wiki/Lugano
northamerica/unitedstates/northdakota/fargo,Fargo,Fargo,5,66,do,Thunder Road Family Fun Park,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,46.8376,-96.843,Bonanzaville USA,northamerica/unitedstates/northdakota/fargo/bonanzaville,0.364,6.193,5.979,has_external_url,https://thunderroadfargo.com/,https://en.wikivoyage.org/wiki/Fargo
europe/unitedkingdom/england/birmingham_and_west_midlands/birmingham,Birmingham,Birmingham,16,180,see,Woodgate Valley Country Park,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,52.4482,-1.9964,Jewellery Quarter,europe/unitedkingdom/england/birmingham_and_west_midlands/birmingham/jewellery_quarter,0.4,7.114,7.25,has_external_url,http://www.birmingham.gov.uk/cs/Satellite?c=Page&childpagename=Parks-Ranger-Service%2FPageLayout&cid=1223092737591&pagename=BCC%2FCommon%2FWrapper%2FWrapper,https://en.wikivoyage.org/wiki/Birmingham
